DATAFLOW,FREQ,INDICATOR,GEO_PICT,SEX,AGE,URBANIZATION,INCOME,EDUCATION,OCCUPATION,COMPOSITE_BREAKDOWN,DISABILITY,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,REPORTING_TYPE,NATURE,DATA_SOURCE,OBS_STATUS,OBS_COMMENT
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,MH,_T,_T,U,_T,_T,_T,_Z,_T,2018,84.9,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,MH,_T,_T,U,_T,_T,_T,_Z,_T,2019,84.79,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,MH,_T,_T,U,_T,_T,_T,_Z,_T,2020,84.68,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,MH,_T,_T,U,_T,_T,_T,_Z,_T,2021,84.58,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,MH,_T,_T,U,_T,_T,_T,_Z,_T,2022,84.47,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PW,_T,_T,_T,_T,_T,_T,_Z,_T,2000,99.36,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PW,_T,_T,_T,_T,_T,_T,_Z,_T,2001,99.36,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PW,_T,_T,_T,_T,_T,_T,_Z,_T,2002,99.37,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PW,_T,_T,_T,_T,_T,_T,_Z,_T,2003,99.38,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PW,_T,_T,_T,_T,_T,_T,_Z,_T,2004,99.39,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PW,_T,_T,_T,_T,_T,_T,_Z,_T,2005,99.41,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PW,_T,_T,_T,_T,_T,_T,_Z,_T,2006,99.42,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PW,_T,_T,_T,_T,_T,_T,_Z,_T,2007,99.43,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PW,_T,_T,_T,_T,_T,_T,_Z,_T,2008,99.45,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PW,_T,_T,_T,_T,_T,_T,_Z,_T,2009,99.46,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PW,_T,_T,_T,_T,_T,_T,_Z,_T,2010,99.47,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PW,_T,_T,_T,_T,_T,_T,_Z,_T,2011,99.48,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PW,_T,_T,_T,_T,_T,_T,_Z,_T,2012,99.49,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PW,_T,_T,_T,_T,_T,_T,_Z,_T,2013,99.5,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PW,_T,_T,_T,_T,_T,_T,_Z,_T,2014,99.51,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PW,_T,_T,_T,_T,_T,_T,_Z,_T,2015,99.52,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PW,_T,_T,_T,_T,_T,_T,_Z,_T,2016,99.53,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PW,_T,_T,_T,_T,_T,_T,_Z,_T,2017,99.54,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PW,_T,_T,_T,_T,_T,_T,_Z,_T,2018,99.54,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PW,_T,_T,_T,_T,_T,_T,_Z,_T,2019,99.55,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PW,_T,_T,_T,_T,_T,_T,_Z,_T,2020,99.56,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PW,_T,_T,_T,_T,_T,_T,_Z,_T,2021,99.56,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PW,_T,_T,_T,_T,_T,_T,_Z,_T,2022,99.57,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,KI,_T,_T,U,_T,_T,_T,_Z,_T,2000,76.96,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,KI,_T,_T,U,_T,_T,_T,_Z,_T,2001,77.72,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,KI,_T,_T,U,_T,_T,_T,_Z,_T,2002,78.49,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,KI,_T,_T,U,_T,_T,_T,_Z,_T,2003,79.25,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,KI,_T,_T,U,_T,_T,_T,_Z,_T,2004,80.02,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,KI,_T,_T,U,_T,_T,_T,_Z,_T,2005,80.78,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,KI,_T,_T,U,_T,_T,_T,_Z,_T,2006,81.55,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,KI,_T,_T,U,_T,_T,_T,_Z,_T,2007,82.32,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,KI,_T,_T,U,_T,_T,_T,_Z,_T,2008,83.08,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,KI,_T,_T,U,_T,_T,_T,_Z,_T,2009,83.68,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,KI,_T,_T,U,_T,_T,_T,_Z,_T,2010,84.01,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,KI,_T,_T,U,_T,_T,_T,_Z,_T,2011,84.33,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,KI,_T,_T,U,_T,_T,_T,_Z,_T,2012,84.65,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,KI,_T,_T,U,_T,_T,_T,_Z,_T,2013,84.96,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,KI,_T,_T,U,_T,_T,_T,_Z,_T,2014,85.26,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,KI,_T,_T,U,_T,_T,_T,_Z,_T,2015,85.55,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,KI,_T,_T,U,_T,_T,_T,_Z,_T,2016,85.84,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,KI,_T,_T,U,_T,_T,_T,_Z,_T,2017,86.11,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,KI,_T,_T,U,_T,_T,_T,_Z,_T,2018,86.38,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,KI,_T,_T,U,_T,_T,_T,_Z,_T,2019,86.64,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,KI,_T,_T,U,_T,_T,_T,_Z,_T,2020,86.9,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,KI,_T,_T,U,_T,_T,_T,_Z,_T,2021,87.14,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,KI,_T,_T,U,_T,_T,_T,_Z,_T,2022,87.86,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,NR,_T,_T,U,_T,_T,_T,_Z,_T,2000,98.08,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,NR,_T,_T,U,_T,_T,_T,_Z,_T,2001,98.01,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,NR,_T,_T,U,_T,_T,_T,_Z,_T,2002,97.94,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,NR,_T,_T,U,_T,_T,_T,_Z,_T,2003,97.87,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,NR,_T,_T,U,_T,_T,_T,_Z,_T,2004,97.79,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,NR,_T,_T,U,_T,_T,_T,_Z,_T,2005,97.72,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,NR,_T,_T,U,_T,_T,_T,_Z,_T,2006,97.65,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,NR,_T,_T,U,_T,_T,_T,_Z,_T,2007,97.58,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,NR,_T,_T,U,_T,_T,_T,_Z,_T,2008,97.51,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,NR,_T,_T,U,_T,_T,_T,_Z,_T,2009,97.43,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,NR,_T,_T,U,_T,_T,_T,_Z,_T,2010,97.36,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,NR,_T,_T,U,_T,_T,_T,_Z,_T,2011,97.29,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,NR,_T,_T,U,_T,_T,_T,_Z,_T,2012,97.22,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,NR,_T,_T,U,_T,_T,_T,_Z,_T,2013,97.15,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,NR,_T,_T,U,_T,_T,_T,_Z,_T,2014,97.08,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,NR,_T,_T,U,_T,_T,_T,_Z,_T,2015,97,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,NR,_T,_T,U,_T,_T,_T,_Z,_T,2016,97,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,NR,_T,_T,U,_T,_T,_T,_Z,_T,2017,97,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,NR,_T,_T,U,_T,_T,_T,_Z,_T,2018,97,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,NR,_T,_T,U,_T,_T,_T,_Z,_T,2019,97,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,NR,_T,_T,U,_T,_T,_T,_Z,_T,2020,100,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PG,_T,_T,R,_T,_T,_T,_Z,_T,2000,23.93,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PG,_T,_T,R,_T,_T,_T,_Z,_T,2001,23.93,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PG,_T,_T,R,_T,_T,_T,_Z,_T,2002,23.93,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PG,_T,_T,R,_T,_T,_T,_Z,_T,2003,23.93,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PG,_T,_T,R,_T,_T,_T,_Z,_T,2004,23.93,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PG,_T,_T,R,_T,_T,_T,_Z,_T,2005,25.13,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PG,_T,_T,R,_T,_T,_T,_Z,_T,2006,26.33,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PG,_T,_T,R,_T,_T,_T,_Z,_T,2007,27.53,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PG,_T,_T,R,_T,_T,_T,_Z,_T,2008,28.73,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PG,_T,_T,R,_T,_T,_T,_Z,_T,2009,29.87,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PG,_T,_T,R,_T,_T,_T,_Z,_T,2010,31.01,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PG,_T,_T,R,_T,_T,_T,_Z,_T,2011,32.14,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PG,_T,_T,R,_T,_T,_T,_Z,_T,2012,33.27,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PG,_T,_T,R,_T,_T,_T,_Z,_T,2013,34.39,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PG,_T,_T,R,_T,_T,_T,_Z,_T,2014,35.51,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PG,_T,_T,R,_T,_T,_T,_Z,_T,2015,36.63,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PG,_T,_T,R,_T,_T,_T,_Z,_T,2016,37.73,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PG,_T,_T,R,_T,_T,_T,_Z,_T,2017,38.84,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PG,_T,_T,R,_T,_T,_T,_Z,_T,2018,39.94,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PG,_T,_T,R,_T,_T,_T,_Z,_T,2019,41.03,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PG,_T,_T,R,_T,_T,_T,_Z,_T,2020,42.12,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PG,_T,_T,R,_T,_T,_T,_Z,_T,2021,43.29,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PG,_T,_T,R,_T,_T,_T,_Z,_T,2022,44.47,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PW,_T,_T,U,_T,_T,_T,_Z,_T,2000,99.65,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PW,_T,_T,U,_T,_T,_T,_Z,_T,2001,99.64,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PW,_T,_T,U,_T,_T,_T,_Z,_T,2002,99.64,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PW,_T,_T,U,_T,_T,_T,_Z,_T,2003,99.64,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PW,_T,_T,U,_T,_T,_T,_Z,_T,2004,99.64,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PW,_T,_T,U,_T,_T,_T,_Z,_T,2005,99.64,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PW,_T,_T,U,_T,_T,_T,_Z,_T,2006,99.64,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PW,_T,_T,U,_T,_T,_T,_Z,_T,2007,99.64,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PW,_T,_T,U,_T,_T,_T,_Z,_T,2008,99.63,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PW,_T,_T,U,_T,_T,_T,_Z,_T,2009,99.63,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PW,_T,_T,U,_T,_T,_T,_Z,_T,2010,99.63,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PW,_T,_T,U,_T,_T,_T,_Z,_T,2011,99.63,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PW,_T,_T,U,_T,_T,_T,_Z,_T,2012,99.63,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PW,_T,_T,U,_T,_T,_T,_Z,_T,2013,99.63,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PW,_T,_T,U,_T,_T,_T,_Z,_T,2014,99.63,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PW,_T,_T,U,_T,_T,_T,_Z,_T,2015,99.62,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PW,_T,_T,U,_T,_T,_T,_Z,_T,2016,99.62,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PW,_T,_T,U,_T,_T,_T,_Z,_T,2017,99.62,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PW,_T,_T,U,_T,_T,_T,_Z,_T,2018,99.62,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PW,_T,_T,U,_T,_T,_T,_Z,_T,2019,99.62,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PW,_T,_T,U,_T,_T,_T,_Z,_T,2020,99.62,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PW,_T,_T,U,_T,_T,_T,_Z,_T,2021,99.62,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PW,_T,_T,U,_T,_T,_T,_Z,_T,2022,99.61,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,KI,_T,_T,R,_T,_T,_T,_Z,_T,2000,48.8,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,KI,_T,_T,R,_T,_T,_T,_Z,_T,2001,49.33,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,KI,_T,_T,R,_T,_T,_T,_Z,_T,2002,49.86,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,KI,_T,_T,R,_T,_T,_T,_Z,_T,2003,50.39,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,KI,_T,_T,R,_T,_T,_T,_Z,_T,2004,50.93,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,KI,_T,_T,R,_T,_T,_T,_Z,_T,2005,51.46,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,KI,_T,_T,R,_T,_T,_T,_Z,_T,2006,51.99,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,KI,_T,_T,R,_T,_T,_T,_Z,_T,2007,52.52,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,KI,_T,_T,R,_T,_T,_T,_Z,_T,2008,53,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,KI,_T,_T,R,_T,_T,_T,_Z,_T,2009,53.47,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,KI,_T,_T,R,_T,_T,_T,_Z,_T,2010,53.93,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,KI,_T,_T,R,_T,_T,_T,_Z,_T,2011,54.4,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,KI,_T,_T,R,_T,_T,_T,_Z,_T,2012,54.87,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,KI,_T,_T,R,_T,_T,_T,_Z,_T,2013,55.33,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,KI,_T,_T,R,_T,_T,_T,_Z,_T,2014,55.8,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,KI,_T,_T,R,_T,_T,_T,_Z,_T,2015,56.26,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,KI,_T,_T,R,_T,_T,_T,_Z,_T,2016,56.72,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,KI,_T,_T,R,_T,_T,_T,_Z,_T,2017,57.18,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,KI,_T,_T,R,_T,_T,_T,_Z,_T,2018,57.64,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,KI,_T,_T,R,_T,_T,_T,_Z,_T,2019,58.1,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,KI,_T,_T,R,_T,_T,_T,_Z,_T,2020,58.55,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,KI,_T,_T,R,_T,_T,_T,_Z,_T,2021,59.01,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,KI,_T,_T,R,_T,_T,_T,_Z,_T,2022,59.53,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,FM,_T,_T,_T,_T,_T,_T,_Z,_T,2000,91.09,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,FM,_T,_T,_T,_T,_T,_T,_Z,_T,2001,91.03,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,FM,_T,_T,_T,_T,_T,_T,_Z,_T,2002,90.97,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,FM,_T,_T,_T,_T,_T,_T,_Z,_T,2003,90.91,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,FM,_T,_T,_T,_T,_T,_T,_Z,_T,2004,90.85,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,FM,_T,_T,_T,_T,_T,_T,_Z,_T,2005,90.78,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,FM,_T,_T,_T,_T,_T,_T,_Z,_T,2006,90.72,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,FM,_T,_T,_T,_T,_T,_T,_Z,_T,2007,90.66,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,FM,_T,_T,_T,_T,_T,_T,_Z,_T,2008,90.6,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,FM,_T,_T,_T,_T,_T,_T,_Z,_T,2009,90.54,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,FM,_T,_T,_T,_T,_T,_T,_Z,_T,2010,90.48,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,FM,_T,_T,_T,_T,_T,_T,_Z,_T,2011,90.42,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,FM,_T,_T,_T,_T,_T,_T,_Z,_T,2012,90.36,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,FM,_T,_T,_T,_T,_T,_T,_Z,_T,2013,90.3,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,FM,_T,_T,_T,_T,_T,_T,_Z,_T,2014,90.24,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,FM,_T,_T,_T,_T,_T,_T,_Z,_T,2015,90.18,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,FM,_T,_T,_T,_T,_T,_T,_Z,_T,2016,90.11,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,FM,_T,_T,_T,_T,_T,_T,_Z,_T,2017,90.11,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,FM,_T,_T,_T,_T,_T,_T,_Z,_T,2018,90.11,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,FM,_T,_T,_T,_T,_T,_T,_Z,_T,2019,90.11,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,FM,_T,_T,_T,_T,_T,_T,_Z,_T,2020,90.11,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,_T,_T,_T,_T,_Z,_T,2000,78.68,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,_T,_T,_T,_T,_Z,_T,2001,78.74,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,_T,_T,_T,_T,_Z,_T,2002,78.79,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,_T,_T,_T,_T,_Z,_T,2003,78.85,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,_T,_T,_T,_T,_Z,_T,2004,78.91,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,_T,_T,_T,_T,_Z,_T,2005,78.11,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,_T,_T,_T,_T,_Z,_T,2006,77.15,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,_T,_T,_T,_T,_Z,_T,2007,76.21,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,_T,_T,_T,_T,_Z,_T,2008,75.29,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,_T,_T,_T,_T,_Z,_T,2009,74.39,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,_T,_T,_T,_T,_Z,_T,2010,73.5,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,_T,_T,_T,_T,_Z,_T,2011,72.63,PERCENT,G,_X,,,
