DATAFLOW,FREQ,INDICATOR,GEO_PICT,SEX,AGE,URBANIZATION,INCOME,EDUCATION,OCCUPATION,COMPOSITE_BREAKDOWN,DISABILITY,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,REPORTING_TYPE,NATURE,DATA_SOURCE,OBS_STATUS,OBS_COMMENT
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,_T,_T,_T,_T,_Z,_T,2012,71.78,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,_T,_T,_T,_T,_Z,_T,2013,70.95,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,_T,_T,_T,_T,_Z,_T,2014,70.13,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,_T,_T,_T,_T,_Z,_T,2015,69.33,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,_T,_T,_T,_T,_Z,_T,2016,68.54,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,_T,_T,_T,_T,_Z,_T,2017,67.78,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,_T,_T,_T,_T,_Z,_T,2018,67.01,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,_T,_T,_T,_T,_Z,_T,2019,67.15,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,_T,_T,_T,_T,_Z,_T,2020,67.3,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,_T,_T,_T,_T,_Z,_T,2021,67.45,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2000,31.75,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2001,31.74,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2002,31.73,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2003,31.72,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2004,31.71,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2005,32.74,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2006,33.77,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2007,34.8,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2008,35.83,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2009,36.86,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2010,37.88,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2011,38.9,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2012,39.91,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2013,40.93,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2014,41.95,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2015,42.97,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2016,43.99,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2017,45.02,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2018,46.05,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2019,47.08,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2020,48.11,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2021,49.17,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2022,50.24,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,U,_T,_T,_T,_Z,_T,2000,90.45,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,U,_T,_T,_T,_Z,_T,2001,90.45,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,U,_T,_T,_T,_Z,_T,2002,90.45,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,U,_T,_T,_T,_Z,_T,2003,90.45,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,U,_T,_T,_T,_Z,_T,2004,90.45,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,U,_T,_T,_T,_Z,_T,2005,90.55,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,U,_T,_T,_T,_Z,_T,2006,90.62,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,U,_T,_T,_T,_Z,_T,2007,90.69,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,U,_T,_T,_T,_Z,_T,2008,90.76,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,U,_T,_T,_T,_Z,_T,2009,90.83,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,U,_T,_T,_T,_Z,_T,2010,90.91,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,U,_T,_T,_T,_Z,_T,2011,90.98,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,U,_T,_T,_T,_Z,_T,2012,91.05,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,U,_T,_T,_T,_Z,_T,2013,91.12,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,U,_T,_T,_T,_Z,_T,2014,91.2,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,U,_T,_T,_T,_Z,_T,2015,91.27,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,U,_T,_T,_T,_Z,_T,2016,91.34,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,U,_T,_T,_T,_Z,_T,2017,91.41,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,U,_T,_T,_T,_Z,_T,2018,91.41,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,U,_T,_T,_T,_Z,_T,2019,91.41,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,U,_T,_T,_T,_Z,_T,2020,91.41,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,U,_T,_T,_T,_Z,_T,2021,91.41,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,R,_T,_T,_T,_Z,_T,2000,76.47,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,R,_T,_T,_T,_Z,_T,2001,76.47,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,R,_T,_T,_T,_Z,_T,2002,76.47,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,R,_T,_T,_T,_Z,_T,2003,76.47,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,R,_T,_T,_T,_Z,_T,2004,76.47,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,R,_T,_T,_T,_Z,_T,2005,75.41,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,R,_T,_T,_T,_Z,_T,2006,74.15,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,R,_T,_T,_T,_Z,_T,2007,72.89,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,R,_T,_T,_T,_Z,_T,2008,71.63,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,R,_T,_T,_T,_Z,_T,2009,70.38,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,R,_T,_T,_T,_Z,_T,2010,69.14,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,R,_T,_T,_T,_Z,_T,2011,67.9,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,R,_T,_T,_T,_Z,_T,2012,66.67,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,R,_T,_T,_T,_Z,_T,2013,65.45,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,R,_T,_T,_T,_Z,_T,2014,64.23,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,R,_T,_T,_T,_Z,_T,2015,63.01,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,R,_T,_T,_T,_Z,_T,2016,61.8,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,R,_T,_T,_T,_Z,_T,2017,60.6,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,R,_T,_T,_T,_Z,_T,2018,59.41,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,R,_T,_T,_T,_Z,_T,2019,59.41,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,R,_T,_T,_T,_Z,_T,2020,59.41,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,R,_T,_T,_T,_Z,_T,2021,59.41,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,SB,_T,_T,R,_T,_T,_T,_Z,_T,2022,59.41,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,VU,_T,_T,U,_T,_T,_T,_Z,_T,2000,96.61,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,VU,_T,_T,U,_T,_T,_T,_Z,_T,2001,96.61,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,VU,_T,_T,U,_T,_T,_T,_Z,_T,2002,96.61,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,VU,_T,_T,U,_T,_T,_T,_Z,_T,2003,96.61,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,VU,_T,_T,U,_T,_T,_T,_Z,_T,2004,96.61,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,VU,_T,_T,U,_T,_T,_T,_Z,_T,2005,96.74,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,VU,_T,_T,U,_T,_T,_T,_Z,_T,2006,96.89,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,VU,_T,_T,U,_T,_T,_T,_Z,_T,2007,97.03,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,VU,_T,_T,U,_T,_T,_T,_Z,_T,2008,97.17,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,VU,_T,_T,U,_T,_T,_T,_Z,_T,2009,97.32,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,VU,_T,_T,U,_T,_T,_T,_Z,_T,2010,97.46,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,VU,_T,_T,U,_T,_T,_T,_Z,_T,2011,97.61,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,VU,_T,_T,U,_T,_T,_T,_Z,_T,2012,97.75,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,VU,_T,_T,U,_T,_T,_T,_Z,_T,2013,97.9,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,VU,_T,_T,U,_T,_T,_T,_Z,_T,2014,98.04,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,VU,_T,_T,U,_T,_T,_T,_Z,_T,2015,98.18,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,VU,_T,_T,U,_T,_T,_T,_Z,_T,2016,98.33,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,VU,_T,_T,U,_T,_T,_T,_Z,_T,2017,98.47,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,VU,_T,_T,U,_T,_T,_T,_Z,_T,2018,98.62,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,VU,_T,_T,U,_T,_T,_T,_Z,_T,2019,98.76,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,VU,_T,_T,U,_T,_T,_T,_Z,_T,2020,98.91,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,VU,_T,_T,U,_T,_T,_T,_Z,_T,2021,99.05,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,VU,_T,_T,U,_T,_T,_T,_Z,_T,2022,99.2,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,MH,_T,_T,_T,_T,_T,_T,_Z,_T,2001,88.85,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,MH,_T,_T,_T,_T,_T,_T,_Z,_T,2002,88.8,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,MH,_T,_T,_T,_T,_T,_T,_Z,_T,2003,88.76,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,MH,_T,_T,_T,_T,_T,_T,_Z,_T,2004,88.72,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,MH,_T,_T,_T,_T,_T,_T,_Z,_T,2005,88.68,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,MH,_T,_T,_T,_T,_T,_T,_Z,_T,2006,88.56,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,MH,_T,_T,_T,_T,_T,_T,_Z,_T,2007,88.44,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,MH,_T,_T,_T,_T,_T,_T,_Z,_T,2008,88.32,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,MH,_T,_T,_T,_T,_T,_T,_Z,_T,2009,88.16,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,MH,_T,_T,_T,_T,_T,_T,_Z,_T,2010,87.89,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,MH,_T,_T,_T,_T,_T,_T,_Z,_T,2011,87.63,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,MH,_T,_T,_T,_T,_T,_T,_Z,_T,2012,87.38,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,MH,_T,_T,_T,_T,_T,_T,_Z,_T,2013,87.13,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,MH,_T,_T,_T,_T,_T,_T,_Z,_T,2014,86.88,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,MH,_T,_T,_T,_T,_T,_T,_Z,_T,2015,86.64,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,MH,_T,_T,_T,_T,_T,_T,_Z,_T,2016,86.4,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,MH,_T,_T,_T,_T,_T,_T,_Z,_T,2017,86.17,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,MH,_T,_T,_T,_T,_T,_T,_Z,_T,2018,85.94,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,MH,_T,_T,_T,_T,_T,_T,_Z,_T,2019,85.72,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,MH,_T,_T,_T,_T,_T,_T,_Z,_T,2020,85.49,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,MH,_T,_T,_T,_T,_T,_T,_Z,_T,2021,85.28,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,MH,_T,_T,_T,_T,_T,_T,_Z,_T,2022,85.06,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,TV,_T,_T,U,_T,_T,_T,_Z,_T,2000,98.57,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,TV,_T,_T,U,_T,_T,_T,_Z,_T,2001,98.59,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,TV,_T,_T,U,_T,_T,_T,_Z,_T,2002,98.61,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,TV,_T,_T,U,_T,_T,_T,_Z,_T,2003,98.63,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,TV,_T,_T,U,_T,_T,_T,_Z,_T,2004,98.65,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,TV,_T,_T,U,_T,_T,_T,_Z,_T,2005,98.67,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,TV,_T,_T,U,_T,_T,_T,_Z,_T,2006,98.69,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,TV,_T,_T,U,_T,_T,_T,_Z,_T,2007,98.71,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,TV,_T,_T,U,_T,_T,_T,_Z,_T,2008,98.73,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,TV,_T,_T,U,_T,_T,_T,_Z,_T,2009,98.74,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,TV,_T,_T,U,_T,_T,_T,_Z,_T,2010,98.76,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,TV,_T,_T,U,_T,_T,_T,_Z,_T,2011,98.78,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,TV,_T,_T,U,_T,_T,_T,_Z,_T,2012,98.8,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,TV,_T,_T,U,_T,_T,_T,_Z,_T,2013,98.82,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,TV,_T,_T,U,_T,_T,_T,_Z,_T,2014,98.84,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,TV,_T,_T,U,_T,_T,_T,_Z,_T,2015,98.86,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,TV,_T,_T,U,_T,_T,_T,_Z,_T,2016,98.88,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,TV,_T,_T,U,_T,_T,_T,_Z,_T,2017,98.9,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,TV,_T,_T,U,_T,_T,_T,_Z,_T,2018,98.92,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,TV,_T,_T,U,_T,_T,_T,_Z,_T,2019,98.94,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,TV,_T,_T,U,_T,_T,_T,_Z,_T,2020,98.96,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,TV,_T,_T,U,_T,_T,_T,_Z,_T,2021,98.98,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,TV,_T,_T,U,_T,_T,_T,_Z,_T,2022,99,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,TO,_T,_T,_T,_T,_T,_T,_Z,_T,2000,98.14,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,TO,_T,_T,_T,_T,_T,_T,_Z,_T,2001,98.14,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,TO,_T,_T,_T,_T,_T,_T,_Z,_T,2002,98.14,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,TO,_T,_T,_T,_T,_T,_T,_Z,_T,2003,98.14,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,TO,_T,_T,_T,_T,_T,_T,_Z,_T,2004,98.14,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,TO,_T,_T,_T,_T,_T,_T,_Z,_T,2005,98.18,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,TO,_T,_T,_T,_T,_T,_T,_Z,_T,2006,98.22,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,TO,_T,_T,_T,_T,_T,_T,_Z,_T,2007,98.25,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,TO,_T,_T,_T,_T,_T,_T,_Z,_T,2008,98.29,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,TO,_T,_T,_T,_T,_T,_T,_Z,_T,2009,98.33,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,TO,_T,_T,_T,_T,_T,_T,_Z,_T,2010,98.37,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,TO,_T,_T,_T,_T,_T,_T,_Z,_T,2011,98.4,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,TO,_T,_T,_T,_T,_T,_T,_Z,_T,2012,98.44,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,TO,_T,_T,_T,_T,_T,_T,_Z,_T,2013,98.48,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,TO,_T,_T,_T,_T,_T,_T,_Z,_T,2014,98.52,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,TO,_T,_T,_T,_T,_T,_T,_Z,_T,2015,98.55,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,TO,_T,_T,_T,_T,_T,_T,_Z,_T,2016,98.59,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,TO,_T,_T,_T,_T,_T,_T,_Z,_T,2017,98.63,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,TO,_T,_T,_T,_T,_T,_T,_Z,_T,2018,98.66,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,TO,_T,_T,_T,_T,_T,_T,_Z,_T,2019,98.7,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,TO,_T,_T,_T,_T,_T,_T,_Z,_T,2020,98.74,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,TO,_T,_T,_T,_T,_T,_T,_Z,_T,2021,98.77,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,TO,_T,_T,_T,_T,_T,_T,_Z,_T,2022,98.81,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,NR,_T,_T,_T,_T,_T,_T,_Z,_T,2000,98.08,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,NR,_T,_T,_T,_T,_T,_T,_Z,_T,2001,98.01,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,NR,_T,_T,_T,_T,_T,_T,_Z,_T,2002,97.94,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,NR,_T,_T,_T,_T,_T,_T,_Z,_T,2003,97.87,PERCENT,G,_X,,,
SPC:DF_SDG_06(3.0),A,SH_H2O_SAFE,NR,_T,_T,_T,_T,_T,_T,_Z,_T,2004,97.79,PERCENT,G,_X,,,
